Strain,Well,Media,Plate,Compound,Max Resp,Max Resp Rate,AUC,ctrl_median,ctrl_std,Threshold,Activity,Description,KEGG ID,CAS ID,Description
yodC,C09,IF10a,PM09,6% NaCl + Trimethylamine-N-Oxide,193.34320470280886,18.765612048075837,5112.338966860062,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmolyte, trimethylamine-N-oxide",C01104,CAS 1184-78-7,"osmolyte, trimethylamine-N-oxide"
yodC,C10,IF10a,PM09,6% NaCl + Trimethylamine,167.56406558672387,11.724154221153015,4803.836759886641,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmolyte, trimethylamine",C00565,CAS 75-50-3,"osmolyte, trimethylamine"
yodC,C11,IF10a,PM09,6% NaCl + Octopine,181.86956044590335,13.9765510673069,4820.712849437841,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmolyte, octopine",C04137,CAS 34522-32-2,"osmolyte, octopine"
yodC,C12,IF10a,PM09,6% NaCl + Trigonelline,167.88449501164683,12.797528471153086,4593.14346000631,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmolyte, trigonelline",C01004,CAS 535-83-1,"osmolyte, trigonelline"
yodC,D01,IF10a,PM09,3% Potassium Chloride,261.4995667063947,54.939420449674174,10281.889399977612,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, KCl",,CAS 7447-40-7,"osmotic sensitivity, KCl"
yodC,D02,IF10a,PM09,4% Potassium chloride,238.79245453188776,49.28536538030775,9272.010026053358,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, KCl",,CAS 7447-40-7,"osmotic sensitivity, KCl"
yodC,D03,IF10a,PM09,5% Potassium Chloride,214.17669981336866,44.79522818268978,7869.755529977326,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, KCl",,CAS 7447-40-7,"osmotic sensitivity, KCl"
yodC,D04,IF10a,PM09,6% Potassium chloride,211.2335207778423,21.085439971152738,7080.138555831296,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, KCl",,CAS 7447-40-7,"osmotic sensitivity, KCl"
yodC,D05,IF10a,PM09,2% Sodium Sulfate,266.4721182481006,52.80067743461413,10509.132745867337,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, Na2SO4",C13199,CAS 7757-82-6,"osmotic sensitivity, Na2SO4"
yodC,D06,IF10a,PM09,3% Sodium Sulfate,257.39677754961406,49.53740612045209,10057.160530566463,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, Na2SO4",C13199,CAS 7757-82-6,"osmotic sensitivity, Na2SO4"
yodC,D07,IF10a,PM09,4% Sodium Sulfate,256.137141622683,50.77417305889827,9984.036588923293,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, Na2SO4",C13199,CAS 7757-82-6,"osmotic sensitivity, Na2SO4"
yodC,D08,IF10a,PM09,5% Sodium Sulfate,260.6514004463417,52.144941146007284,10258.519443090116,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, Na2SO4",C13199,CAS 7757-82-6,"osmotic sensitivity, Na2SO4"
yodC,D09,IF10a,PM09,5% Ethylene Glycol,236.91421796536102,49.32289550941954,9515.449613282319,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, ethylene glycol",C01380,CAS 107-21-1,"osmotic sensitivity, ethylene glycol"
yodC,D10,IF10a,PM09,10% Ethylene Glycol,221.04730783454283,41.02106129483556,8444.580511002945,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, ethylene glycol",C01380,CAS 107-21-1,"osmotic sensitivity, ethylene glycol"
yodC,D11,IF10a,PM09,15% Ethylene Glycol,215.22431581730157,41.75269202562305,8307.344421352733,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, ethylene glycol",C01380,CAS 107-21-1,"osmotic sensitivity, ethylene glycol"
yodC,D12,IF10a,PM09,20% Ethylene Glycol,237.10467109185734,45.91182878483562,9159.719428020408,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, ethylene glycol",C01380,CAS 107-21-1,"osmotic sensitivity, ethylene glycol"
yodC,E01,IF10a,PM09,1% Sodium Formate,248.02250328501543,45.70177648076651,9719.155578604008,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,"osmotic sensitivity, sodium formate"
yodC,E02,IF10a,PM09,2% Sodium Formate,199.6295558108216,32.73253630769054,7131.49657379386,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,"osmotic sensitivity, sodium formate"
yodC,E03,IF10a,PM09,3% Sodium Formate,186.79260250810233,19.876756605768065,5751.307667211957,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,"osmotic sensitivity, sodium formate"
yodC,E04,IF10a,PM09,4% Sodium Formate,171.62639985235637,18.14585053846048,3364.116015917163,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,"osmotic sensitivity, sodium formate"
yodC,E05,IF10a,PM09,5% Sodium Formate,109.83009842628977,11.145125557691673,1556.0704989293563,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,"osmotic sensitivity, sodium formate"
yodC,E06,IF10a,PM09,6% Sodium Formate,31.20153804938871,5.550001682691967,700.2190466162825,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,"osmotic sensitivity, sodium formate"
yodC,E07,IF10a,PM09,2% Urea,208.81008315660387,44.87957211759854,8144.682650727129,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, urea",C00086,CAS 57-13-6,"osmotic sensitivity, urea"
yodC,E08,IF10a,PM09,3% Urea,206.9506539458722,37.685289194930064,7595.968209329224,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, urea",C00086,CAS 57-13-6,"osmotic sensitivity, urea"
yodC,E09,IF10a,PM09,4% Urea,62.42413009469281,8.807502048903963,1983.7673578916424,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, urea",C00086,CAS 57-13-6,"osmotic sensitivity, urea"
yodC,E10,IF10a,PM09,5% Urea,21.35214557670964,2.080640605769112,757.7349405322402,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, urea",C00086,CAS 57-13-6,"osmotic sensitivity, urea"
yodC,E11,IF10a,PM09,6% Urea,21.730695927687528,2.3617178942306367,838.0156118857417,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, urea",C00086,CAS 57-13-6,"osmotic sensitivity, urea"
yodC,E12,IF10a,PM09,7% Urea,24.11958680288322,2.5423038173075767,1018.3327753328153,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, urea",C00086,CAS 57-13-6,"osmotic sensitivity, urea"
yodC,F01,IF10a,PM09,1% Sodium Lactate,266.7938326717324,46.883073055883756,10222.749528468761,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F02,IF10a,PM09,2% Sodium Lactate,250.75734876940362,26.559330769229177,8554.383965229865,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F03,IF10a,PM09,3% Sodium Lactate,231.11081574996547,11.087679192307007,4749.049338193503,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F04,IF10a,PM09,4% Sodium Lactate,94.42281705745766,12.71220098404186,896.3837930071486,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F05,IF10a,PM09,5% Sodium Lactate,17.03018927163363,1.7933526442306658,700.2904641656132,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F06,IF10a,PM09,6% Sodium Lactate,14.279610649838816,1.524060278846072,603.046542986182,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F07,IF10a,PM09,7% Sodium Lactate,14.43107744403654,1.685759153846064,582.892316954389,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F08,IF10a,PM09,8% Sodium Lactate,17.13091473661047,1.9525064519229538,654.7559438468161,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F09,IF10a,PM09,9% Sodium Lactate,29.578522736652275,5.030756331738495,790.5374819749692,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F10,IF10a,PM09,10% Sodium Lactate,21.606910192265012,2.0894566057691257,786.2100910835087,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F11,IF10a,PM09,11% Sodium Lactate,27.48038671693201,2.795595230769095,1098.174977582401,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,F12,IF10a,PM09,12% Sodium Lactate,28.867685653960976,2.9960374807690826,1217.2041886753234,529.8283242943634,373.32803223093157,1463.1484048716923,False,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,"osmotic sensitivity, sodium lactate"
yodC,G01,IF10a,PM09,20mM Sodium Phosphate pH 7,255.12829327926238,52.86476298093973,10295.417777461851,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium phosphate",C00009,CAS 7601-54-9,"osmotic sensitivity, sodium phosphate"
yodC,G02,IF10a,PM09,50mM Sodium Phosphate pH 7,266.80621088568256,55.204572223127286,10675.075374152577,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium phosphate",C00009,CAS 7601-54-9,"osmotic sensitivity, sodium phosphate"
yodC,G03,IF10a,PM09,100mM Sodium Phosphate pH 7,278.6115438111501,57.79588116702911,11046.257414080877,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium phosphate",C00009,CAS 7601-54-9,"osmotic sensitivity, sodium phosphate"
yodC,G04,IF10a,PM09,200mM Sodium Phosphate pH 7,264.6808554720568,52.41551198709334,10482.068897644253,529.8283242943634,373.32803223093157,1463.1484048716923,True,"osmotic sensitivity, sodium phosphate",C00009,CAS 7601-54-9,"osmotic sensitivity, sodium phosphate"
yodC,G05,IF10a,PM09,20mM Sodium Benzoate pH 5.2,251.13235454766544,24.415812355767883,7749.309614450085,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, benzoate",C00180,CAS 532-32-1,"toxicity, benzoate"
yodC,G06,IF10a,PM09,50mM Sodium Benzoate pH 5.2,23.302799783488425,4.181398932025559,695.7091679681544,529.8283242943634,373.32803223093157,1463.1484048716923,False,"toxicity, benzoate",C00180,CAS 532-32-1,"toxicity, benzoate"
yodC,G07,IF10a,PM09,100mM Sodium Benzoate pH 5.2,14.985961061213711,1.7428057085010806,580.1944635019574,529.8283242943634,373.32803223093157,1463.1484048716923,False,"toxicity, benzoate",C00180,CAS 532-32-1,"toxicity, benzoate"
yodC,G08,IF10a,PM09,200mM Sodium Benzoate pH 5.2,42.37871998852321,6.436471475601856,1184.4364708885,529.8283242943634,373.32803223093157,1463.1484048716923,False,"toxicity, benzoate",C00180,CAS 532-32-1,"toxicity, benzoate"
yodC,G09,IF10a,PM09,10mM Ammonium Sulfate pH 8,252.15681944454894,53.22786718022493,10188.819410114196,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, ammonia",C11261,CAS 7783-20-2,"toxicity, ammonia"
yodC,G10,IF10a,PM09,20mM Ammonium Sulfate pH 8,252.03831048937082,50.06938638411742,10137.021865465491,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, ammonia",C11261,CAS 7783-20-2,"toxicity, ammonia"
yodC,G11,IF10a,PM09,50mM Ammonium Sulfate pH 8,263.3828740168117,54.33767993005577,10663.945726102334,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, ammonia",C11261,CAS 7783-20-2,"toxicity, ammonia"
yodC,G12,IF10a,PM09,100mM Ammonium Sulfate pH 8,270.2633067892087,49.690405117449984,10994.719618463198,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, ammonia",C11261,CAS 7783-20-2,"toxicity, ammonia"
yodC,H01,IF10a,PM09,10mM Sodium Nitrate,291.8411460312475,45.47478023076667,10869.668976918014,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrate",,CAS 7631-99-4,"toxicity, nitrate"
yodC,H02,IF10a,PM09,20mM Sodium Nitrate,260.98044627132265,35.63632778845951,9330.584662641431,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrate",,CAS 7631-99-4,"toxicity, nitrate"
yodC,H03,IF10a,PM09,40mM Sodium Nitrate,280.21222791236613,18.929740461537364,8924.306644755012,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrate",,CAS 7631-99-4,"toxicity, nitrate"
yodC,H04,IF10a,PM09,60mM Sodium Nitrate,196.69044558456432,18.984630044962188,6848.041165198804,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrate",,CAS 7631-99-4,"toxicity, nitrate"
yodC,H05,IF10a,PM09,80mM Sodium Nitrate,183.48483810603602,18.943267045490103,6568.2508971449615,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrate",,CAS 7631-99-4,"toxicity, nitrate"
yodC,H06,IF10a,PM09,100mM Sodium Nitrate,169.06201661144226,20.044807644229593,6368.080659625612,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrate",,CAS 7631-99-4,"toxicity, nitrate"
yodC,H07,IF10a,PM09,10mM Sodium Nitrite,245.24785318431287,26.32539558653707,7440.130802908537,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrite",,CAS 7632-00-0,"toxicity, nitrite"
yodC,H08,IF10a,PM09,20mM Sodium Nitrite,243.7353485335823,26.770482951921622,7336.612793172582,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrite",,CAS 7632-00-0,"toxicity, nitrite"
yodC,H09,IF10a,PM09,40mM Sodium Nitrite,254.45894810791435,29.007786019229172,8226.341384092431,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrite",,CAS 7632-00-0,"toxicity, nitrite"
yodC,H10,IF10a,PM09,60mM Sodium Nitrite,249.67695212174522,30.93846636538298,8054.58330463321,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrite",,CAS 7632-00-0,"toxicity, nitrite"
yodC,H11,IF10a,PM09,80mM Sodium Nitrite,258.3338972874585,33.92708191345977,8501.411714632617,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrite",,CAS 7632-00-0,"toxicity, nitrite"
yodC,H12,IF10a,PM09,100mM Sodium Nitrite,227.37319473767838,31.264063480767447,7964.564685499836,529.8283242943634,373.32803223093157,1463.1484048716923,True,"toxicity, nitrite",,CAS 7632-00-0,"toxicity, nitrite"
BW25113,A01,IF10a,PM10,pH 3.5,24.999927323243227,1.8773503124998712,1043.0559203250339,529.8283242943634,373.32803223093157,1463.1484048716923,False,"pH, growth at 3.5",,CAS pH,"pH, growth at 3.5"
BW25113,A02,IF10a,PM10,pH 4,20.921150384685355,2.086449302233669,868.8768469299637,529.8283242943634,373.32803223093157,1463.1484048716923,False,"pH, growth at 4",,CAS pH,"pH, growth at 4"
BW25113,A03,IF10a,PM10,pH 4.5,116.8823237409137,15.253296457026138,3775.0192342256296,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 4.5",,CAS pH,"pH, growth at 4.5"
BW25113,A03,IF10a,PM10,pH 4.5,116.8823237409137,15.253296457026138,3775.0192342256296,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase control",,CAS pH,"pH, decarboxylase control"
BW25113,A04,IF10a,PM10,pH 5,272.3139958312397,39.508180201177396,10482.42550084854,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 5",,CAS pH,"pH, growth at 5"
BW25113,A05,IF10a,PM10,pH 5.5,268.97864790012517,49.134069311036285,10816.113101608258,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 5.5",,CAS pH,"pH, growth at 5.5"
BW25113,A06,IF10a,PM10,pH 6,265.8620718129993,53.39807533344856,10793.940988758633,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 6",,CAS pH,"pH, growth at 6"
BW25113,A07,IF10a,PM10,pH 7,261.58518653447163,54.20991176057946,10722.27395095148,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 7",,CAS pH,"pH, growth at 7"
BW25113,A08,IF10a,PM10,pH 8,253.49578958373337,52.65459913316403,10499.2349424778,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 8",,CAS pH,"pH, growth at 8"
BW25113,A09,IF10a,PM10,pH 8.5,241.44929964109718,50.510036612226145,9964.991808360488,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 8.5",,CAS pH,"pH, growth at 8.5"
BW25113,A10,IF10a,PM10,pH 9,236.04650262080742,48.07300921745045,9646.270726980652,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 9",,CAS pH,"pH, growth at 9"
BW25113,A11,IF10a,PM10,pH 9.5,233.6806638673482,45.68018896612787,9498.253625963573,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 9.5",,CAS pH,"pH, growth at 9.5"
BW25113,A11,IF10a,PM10,pH 9.5,233.6806638673482,45.68018896612787,9498.253625963573,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, deaminase control",,CAS pH,"pH, deaminase control"
BW25113,A12,IF10a,PM10,pH 10,256.7952340483197,47.68921509278964,10323.62462719475,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 10",,CAS pH,"pH, growth at 10"
BW25113,B01,IF10a,PM10,pH 4.5,84.3148315448329,13.761849103069324,3361.779161570391,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, growth at 4.5",,CAS pH,"pH, growth at 4.5"
BW25113,B01,IF10a,PM10,pH 4.5,84.3148315448329,13.761849103069324,3361.779161570391,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase control",,CAS pH,"pH, decarboxylase control"
BW25113,B02,IF10a,PM10,pH 4.5 + L-Alanine,156.14218948168704,16.177844399156232,4373.43099802655,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00041,CAS 56-41-7,"pH, decarboxylase"
BW25113,B03,IF10a,PM10,pH 4.5 + L-Arginine,105.44522464876638,15.161420675471149,3140.7657019565872,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00062,CAS 1119-34-2,"pH, decarboxylase"
BW25113,B04,IF10a,PM10,pH 4.5 + L-Asparagine,89.37721513822251,12.153093800183608,2773.4824961842846,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00152,CAS 70-47-3,"pH, decarboxylase"
BW25113,B05,IF10a,PM10,pH 4.5 + L-Aspartic acid,36.31936026910765,5.631993528035938,1446.219397956638,529.8283242943634,373.32803223093157,1463.1484048716923,False,"pH, decarboxylase",C00049,CAS 3792-50-5,"pH, decarboxylase"
BW25113,B06,IF10a,PM10,pH 4.5 + L-Glutamic acid,38.335735269458056,5.823969730506656,1495.7193060613145,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00025,CAS 142-47-2,"pH, decarboxylase"
BW25113,B07,IF10a,PM10,pH 4.5 + L-Glutamine,169.71516401414542,13.755078759030265,3585.1012611573333,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00064,CAS 56-85-9,"pH, decarboxylase"
BW25113,B08,IF10a,PM10,pH 4.5 + Glycine,218.15467583086442,19.916241671228498,5529.598181881858,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00037,CAS 56-40-6,"pH, decarboxylase"
BW25113,B09,IF10a,PM10,pH 4.5 + L-Histidine,56.84868238922566,8.662007887112033,1881.9178072308239,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00135,CAS 5934-29-2,"pH, decarboxylase"
BW25113,B10,IF10a,PM10,pH 4.5 + L-Isoleucine,26.356613736921464,3.3404278228606454,971.8418661465431,529.8283242943634,373.32803223093157,1463.1484048716923,False,"pH, decarboxylase",C00407,CAS 73-32-5,"pH, decarboxylase"
BW25113,B11,IF10a,PM10,pH 4.5 + L-Leucine,26.81994966214245,3.8158699730355394,1057.8611197659266,529.8283242943634,373.32803223093157,1463.1484048716923,False,"pH, decarboxylase",C00123,CAS 61-90-5,"pH, decarboxylase"
BW25113,B12,IF10a,PM10,pH 4.5 + L-Lysine,254.45269601498927,48.15830098858601,9838.602246833381,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00047,CAS 657-27-2,"pH, decarboxylase"
BW25113,C01,IF10a,PM10,pH 4.5 + L-Methionine,135.1588764041902,12.285568256618763,3841.1021085826305,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00073,CAS 63-68-3,"pH, decarboxylase"
BW25113,C02,IF10a,PM10,pH 4.5 + L-Phenylalanine,131.72278899154523,13.025395142382038,3454.198849397788,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00079,CAS 63-91-2,"pH, decarboxylase"
BW25113,C03,IF10a,PM10,pH 4.5 + L-Proline,185.81770356381804,15.32924279897939,4212.168282629136,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00148,CAS 147-85-3,"pH, decarboxylase"
BW25113,C04,IF10a,PM10,pH 4.5 + L-Serine,161.2729340853589,15.424212164981899,5038.82051608525,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00065,CAS 56-45-1,"pH, decarboxylase"
BW25113,C05,IF10a,PM10,pH 4.5 + L-Threonine,159.7875591791172,16.93446352291329,3670.9066543469457,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00188,CAS 72-19-5,"pH, decarboxylase"
BW25113,C06,IF10a,PM10,pH 4.5 + L-Tryptophan,40.178053557709596,5.256725316871329,1563.6512696619504,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00078,CAS 73-22-3,"pH, decarboxylase"
BW25113,C07,IF10a,PM10,pH 4.5 + L-Citrulline,201.72035622735427,19.066668534317742,5254.274719057974,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00327,CAS 372-75-8,"pH, decarboxylase"
BW25113,C08,IF10a,PM10,pH 4.5 + L-Valine,206.23188350615777,15.115561361687291,4641.430923783909,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00183,CAS 72-18-4,"pH, decarboxylase"
BW25113,C09,IF10a,PM10,pH 4.5 + Hydroxy-L-Proline,162.89194360582258,15.062091712391851,4356.775125710088,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C01015,CAS 51-35-4,"pH, decarboxylase"
BW25113,C10,IF10a,PM10,pH 4.5 + L-Ornithine,187.21560904601725,17.90228215048674,5251.234195894924,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00077,CAS 3184-13-2,"pH, decarboxylase"
BW25113,C11,IF10a,PM10,pH 4.5 + L-Homoarginine,145.3135571855172,11.921055904983376,3599.329346177754,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",,CAS 1483-01-8,"pH, decarboxylase"
BW25113,C12,IF10a,PM10,pH 4.5 + L-Homoserine,95.63570317068745,12.793328655037406,3540.9383919608026,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00263,CAS 672-15-1,"pH, decarboxylase"
BW25113,D01,IF10a,PM10,pH 4.5 + Anthranilic acid,44.87808966775785,8.412742274805971,1633.451407063418,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00108,CAS 118-92-3,"pH, decarboxylase"
BW25113,D02,IF10a,PM10,pH 4.5 + L-Norleucine,17.66842290354041,1.9496944615446203,685.8697472682629,529.8283242943634,373.32803223093157,1463.1484048716923,False,"pH, decarboxylase",C01933,CAS 327-57-1,"pH, decarboxylase"
BW25113,D03,IF10a,PM10,pH 4.5 + L-Norvaline,257.31433145296313,21.122731498562857,8211.489336955936,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C01826,CAS 6600-40-4,"pH, decarboxylase"
BW25113,D04,IF10a,PM10,pH 4.5 + a-Amino-N-Butyric acid,269.9528318959299,24.122162873281063,8535.398455766765,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C02261,CAS 2835-81-6,"pH, decarboxylase"
BW25113,D05,IF10a,PM10,pH 4.5 + p-Aminobenzoate,30.22210941974988,5.248868876686968,1082.0851439432508,529.8283242943634,373.32803223093157,1463.1484048716923,False,"pH, decarboxylase",C00568,CAS 555-06-6,"pH, decarboxylase"
BW25113,D06,IF10a,PM10,pH 4.5 + L-Cysteic acid,271.06550675179886,21.010886643978075,8329.074940972958,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00506,CAS 23537-25-9,"pH, decarboxylase"
BW25113,D07,IF10a,PM10,pH 4.5 + D-Lysine,261.83263172569286,23.466689009614054,7781.290997424698,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00739,CAS 923-27-3,"pH, decarboxylase"
BW25113,D08,IF10a,PM10,pH 4.5 + 5-Hydroxy-L-Lysine,261.85534662663514,22.04137291826786,8029.616005738997,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C01211,CAS 1190-94-9,"pH, decarboxylase"
BW25113,D09,IF10a,PM10,pH 4.5 + 5-Hydroxy-L-Tryptophan,156.56341480901565,10.079287311690706,5107.92059136616,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",,CAS 4350-09-8,"pH, decarboxylase"
BW25113,D10,IF10a,PM10,"pH 4.5 + DL-Diamino-a,e-Pimelic acid",237.65755654626605,17.300937713364945,5199.917080272048,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C00680,CAS 2577-62-0,"pH, decarboxylase"
BW25113,D11,IF10a,PM10,pH 4.5 + Trimethylamine-N-Oxide,82.5480213019491,7.046426991929167,2218.945121882017,529.8283242943634,373.32803223093157,1463.1484048716923,True,"pH, decarboxylase",C01104,CAS 1184-78-7,"pH, decarboxylase"
