PlateIDs,Strain,Specie,Well,Plate,Media,Replicates,Compound,Description,KEGG ID,CAS ID,Max Resp,Max Resp Rate,Time till max resp rate,AUC
ECP10,BW25113,E.coli,B06,PM11C,IF10a,R1,Cloxacillin_2,"wall, lactam",D02231,CAS 7081-44-9,294.605828374983,69.42531690497867,11.25,12226.8539345274
ECP14,BW25113,E.coli,B06,PM11C,IF10a,R2,Cloxacillin_2,"wall, lactam",D02231,CAS 7081-44-9,290.7991289615217,66.57113087367725,11.25,12138.105777714043
ECP11,BW25113,E.coli,B06,PM12B,IF10a,R1,Penimepicycline_2,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,292.94687916344463,65.47171633437233,37.5,12258.12858340736
ECP15,BW25113,E.coli,B06,PM12B,IF10a,R2,Penimepicycline_2,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,297.21968057690594,68.44685636260067,11.25,12359.596995341955
ECP12,BW25113,E.coli,B07,PM09,IF10a,R1,6% NaCl + Ectoine,"osmolyte, ectoine",C06231,CAS 96702-03-3,244.3319574141552,23.445783346152552,48.0,8146.376262244146
ECP16,BW25113,E.coli,B07,PM09,IF10a,R2,6% NaCl + Ectoine,"osmolyte, ectoine",C06231,CAS 96702-03-3,127.1453816490311,13.053600115970902,38.25,3996.6218819234914
ECP18,BW25113,E.coli,B07,PM09,IF10a,R3,6% NaCl + Ectoine,"osmolyte, ectoine",C06231,CAS 96702-03-3,197.75299057696597,16.408929499998976,48.0,6091.175299962626
ECP8,BW25113,E.coli,B07,PM09,IF10a,R4,6% NaCl + Ectoine,"osmolyte, ectoine",C06231,CAS 96702-03-3,231.4522281878257,19.08517042307568,48.0,7259.632233546798
ECP13,BW25113,E.coli,B07,PM10,IF10a,R1,pH 4.5 + L-Glutamine,"pH, decarboxylase",C00064,CAS 56-85-9,256.6443662368312,20.56603654257242,48.0,4929.683715321377
ECP17,BW25113,E.coli,B07,PM10,IF10a,R2,pH 4.5 + L-Glutamine,"pH, decarboxylase",C00064,CAS 56-85-9,143.4562993805174,12.04956936416363,48.0,2795.189066605544
ECP19,BW25113,E.coli,B07,PM10,IF10a,R3,pH 4.5 + L-Glutamine,"pH, decarboxylase",C00064,CAS 56-85-9,220.72099353391417,15.181085159748562,47.0,4712.323854381758
ECP9,BW25113,E.coli,B07,PM10,IF10a,R4,pH 4.5 + L-Glutamine,"pH, decarboxylase",C00064,CAS 56-85-9,58.03899690531888,7.223623969636449,48.0,1903.2084083206544
ECP10,BW25113,E.coli,B07,PM11C,IF10a,R1,Cloxacillin_3,"wall, lactam",D02231,CAS 7081-44-9,289.0921347019064,68.19832313929237,11.25,12023.526030777071
ECP14,BW25113,E.coli,B07,PM11C,IF10a,R2,Cloxacillin_3,"wall, lactam",D02231,CAS 7081-44-9,290.142792394214,52.05774990702565,36.0,11924.66463389507
ECP11,BW25113,E.coli,B07,PM12B,IF10a,R1,Penimepicycline_3,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,297.53940928844423,67.94432312716856,29.0,12499.76348409842
ECP15,BW25113,E.coli,B07,PM12B,IF10a,R2,Penimepicycline_3,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,303.4888112980592,70.18538983963185,11.25,12576.338018153388
ECP12,BW25113,E.coli,B08,PM09,IF10a,R1,6% NaCl + Choline,"osmolyte, choline",C00114,CAS 77-91-8,230.89251622948876,17.060364749998826,48.0,7208.333531033103
ECP16,BW25113,E.coli,B08,PM09,IF10a,R2,6% NaCl + Choline,"osmolyte, choline",C00114,CAS 77-91-8,221.67677328844877,21.500376076921725,38.75,6243.264663491304
ECP18,BW25113,E.coli,B08,PM09,IF10a,R3,6% NaCl + Choline,"osmolyte, choline",C00114,CAS 77-91-8,148.96291695927607,12.099197903845608,48.0,3388.075343546864
ECP8,BW25113,E.coli,B08,PM09,IF10a,R4,6% NaCl + Choline,"osmolyte, choline",C00114,CAS 77-91-8,218.521724493755,18.0771584423066,45.5,6732.002870012743
ECP13,BW25113,E.coli,B08,PM10,IF10a,R1,pH 4.5 + Glycine,"pH, decarboxylase",C00037,CAS 56-40-6,218.1120031476138,19.92382176103726,48.0,5319.082416336039
ECP17,BW25113,E.coli,B08,PM10,IF10a,R2,pH 4.5 + Glycine,"pH, decarboxylase",C00037,CAS 56-40-6,271.0929033186767,21.08643928894153,47.25,6080.986671438954
ECP19,BW25113,E.coli,B08,PM10,IF10a,R3,pH 4.5 + Glycine,"pH, decarboxylase",C00037,CAS 56-40-6,259.56696806932456,23.762090655827198,48.0,7050.392919681191
ECP9,BW25113,E.coli,B08,PM10,IF10a,R4,pH 4.5 + Glycine,"pH, decarboxylase",C00037,CAS 56-40-6,123.84682878784264,14.892614979108004,48.0,3667.930720071248
ECP10,BW25113,E.coli,B08,PM11C,IF10a,R1,Cloxacillin_4,"wall, lactam",D02231,CAS 7081-44-9,293.93915524998306,69.58981299893458,11.25,12229.62959333946
ECP14,BW25113,E.coli,B08,PM11C,IF10a,R2,Cloxacillin_4,"wall, lactam",D02231,CAS 7081-44-9,22.24798057211409,3.0118352977352885,18.0,949.5642940163368
ECP11,BW25113,E.coli,B08,PM12B,IF10a,R1,Penimepicycline_4,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,309.4651275576743,68.29899134200446,32.75,12980.771179416784
ECP15,BW25113,E.coli,B08,PM12B,IF10a,R2,Penimepicycline_4,"protein synthesis, 30S ribosomal subunit, tetracycline",D07233,CAS 4599-60-4,305.8223360095976,68.65785624257421,11.5,12862.24970922498
ECP12,BW25113,E.coli,B09,PM09,IF10a,R1,6% NaCl + Phosphorylcholine,"osmolyte, phosphorylcholine",C00588,CAS 4826-71-5,196.06349366993936,13.616433019230044,48.0,5477.823455098362
ECP16,BW25113,E.coli,B09,PM09,IF10a,R2,6% NaCl + Phosphorylcholine,"osmolyte, phosphorylcholine",C00588,CAS 4826-71-5,203.60460072807987,19.096566269229925,48.0,6209.821587641893
ECP18,BW25113,E.coli,B09,PM09,IF10a,R3,6% NaCl + Phosphorylcholine,"osmolyte, phosphorylcholine",C00588,CAS 4826-71-5,206.1734563036597,17.550171326922055,45.25,6311.159907463769
ECP8,BW25113,E.coli,B09,PM09,IF10a,R4,6% NaCl + Phosphorylcholine,"osmolyte, phosphorylcholine",C00588,CAS 4826-71-5,236.1027327393492,21.51045815384498,48.0,7014.88189985435
ECP13,BW25113,E.coli,B09,PM10,IF10a,R1,pH 4.5 + L-Histidine,"pH, decarboxylase",C00135,CAS 5934-29-2,86.09380554768208,13.347051342998157,48.0,2954.3952979811784
ECP17,BW25113,E.coli,B09,PM10,IF10a,R2,pH 4.5 + L-Histidine,"pH, decarboxylase",C00135,CAS 5934-29-2,69.24626359054045,10.122216346153238,48.0,1976.8857591355984
ECP19,BW25113,E.coli,B09,PM10,IF10a,R3,pH 4.5 + L-Histidine,"pH, decarboxylase",C00135,CAS 5934-29-2,31.38313953419279,3.939958538461312,48.0,964.3593388427354
ECP9,BW25113,E.coli,B09,PM10,IF10a,R4,pH 4.5 + L-Histidine,"pH, decarboxylase",C00135,CAS 5934-29-2,40.67152088448732,7.238805320835425,48.0,1632.0308329637833
ECP10,BW25113,E.coli,B09,PM11C,IF10a,R1,Lomefloxacin_1,DNA topoisomerase,D00873,CAS 98079-52-8,303.4803178653671,68.8490836026765,11.25,12762.131241692428
ECP14,BW25113,E.coli,B09,PM11C,IF10a,R2,Lomefloxacin_1,DNA topoisomerase,D00873,CAS 98079-52-8,279.2633366249837,65.07475619425509,11.75,11657.434959766437
ECP11,BW25113,E.coli,B09,PM12B,IF10a,R1,Polymyxin B_1,"membrane, cyclic peptide",D01066,CAS 1405-20-5,285.7948279999834,64.2662170526147,39.5,11953.16981283584
ECP15,BW25113,E.coli,B09,PM12B,IF10a,R2,Polymyxin B_1,"membrane, cyclic peptide",D01066,CAS 1405-20-5,280.30926006729146,63.47940329359744,11.5,11785.962211946377
ECP12,BW25113,E.coli,B10,PM09,IF10a,R1,6% NaCl + Creatine,"osmolyte, creatine",C00300,CAS 57-00-1,199.2750942603946,15.465082826922355,48.0,6204.678111225339
ECP16,BW25113,E.coli,B10,PM09,IF10a,R2,6% NaCl + Creatine,"osmolyte, creatine",C00300,CAS 57-00-1,159.52511893144364,14.60195124999916,48.0,3736.848968765616
ECP18,BW25113,E.coli,B10,PM09,IF10a,R3,6% NaCl + Creatine,"osmolyte, creatine",C00300,CAS 57-00-1,226.63000581951684,23.293810326921687,48.0,6343.8531793790735
ECP8,BW25113,E.coli,B10,PM09,IF10a,R4,6% NaCl + Creatine,"osmolyte, creatine",C00300,CAS 57-00-1,226.27380777665843,16.439749230768257,48.0,7252.847654183841
ECP13,BW25113,E.coli,B10,PM10,IF10a,R1,pH 4.5 + L-Isoleucine,"pH, decarboxylase",C00407,CAS 73-32-5,21.473649096152595,1.9079969807690984,19.5,934.807061825774
ECP17,BW25113,E.coli,B10,PM10,IF10a,R2,pH 4.5 + L-Isoleucine,"pH, decarboxylase",C00407,CAS 73-32-5,37.45297586538245,5.01676090971656,7.5,1285.6702539075814
ECP19,BW25113,E.coli,B10,PM10,IF10a,R3,pH 4.5 + L-Isoleucine,"pH, decarboxylase",C00407,CAS 73-32-5,23.726196135190587,3.1334976923075004,44.0,854.6132808750403
ECP9,BW25113,E.coli,B10,PM10,IF10a,R4,pH 4.5 + L-Isoleucine,"pH, decarboxylase",C00407,CAS 73-32-5,22.77363385096022,3.303455708649423,10.0,812.2768679777769
ECP10,BW25113,E.coli,B10,PM11C,IF10a,R1,Lomefloxacin_2,DNA topoisomerase,D00873,CAS 98079-52-8,299.0526920769057,68.45608065614022,12.0,12381.6299369808
ECP14,BW25113,E.coli,B10,PM11C,IF10a,R2,Lomefloxacin_2,DNA topoisomerase,D00873,CAS 98079-52-8,284.07313920190666,65.31496269066042,11.25,11772.411597383609
ECP11,BW25113,E.coli,B10,PM12B,IF10a,R1,Polymyxin B_2,"membrane, cyclic peptide",D01066,CAS 1405-20-5,285.2055951538296,63.28515507122415,39.5,11982.169691253986
ECP15,BW25113,E.coli,B10,PM12B,IF10a,R2,Polymyxin B_2,"membrane, cyclic peptide",D01066,CAS 1405-20-5,285.26763636536805,65.57570861460886,11.25,11817.545419699843
ECP12,BW25113,E.coli,B11,PM09,IF10a,R1,6% NaCl + Creatinine,"osmolyte, creatinine",C00791,CAS 19230-81-0,217.3506636547425,14.87277621153754,48.0,6906.528133136862
ECP16,BW25113,E.coli,B11,PM09,IF10a,R2,6% NaCl + Creatinine,"osmolyte, creatinine",C00791,CAS 19230-81-0,175.77511605781808,15.03700724999902,47.75,5152.376501783516
ECP18,BW25113,E.coli,B11,PM09,IF10a,R3,6% NaCl + Creatinine,"osmolyte, creatinine",C00791,CAS 19230-81-0,158.88610691679207,11.905524557691765,45.75,4795.299796502753
ECP8,BW25113,E.coli,B11,PM09,IF10a,R4,6% NaCl + Creatinine,"osmolyte, creatinine",C00791,CAS 19230-81-0,234.18961959560863,15.265709153845194,47.25,7463.698488691685
ECP13,BW25113,E.coli,B11,PM10,IF10a,R1,pH 4.5 + L-Leucine,"pH, decarboxylase",C00123,CAS 61-90-5,25.785119373004356,2.141428442307543,0.0,1072.7198241655535
ECP17,BW25113,E.coli,B11,PM10,IF10a,R2,pH 4.5 + L-Leucine,"pH, decarboxylase",C00123,CAS 61-90-5,33.8270679615365,7.859917883969075,13.75,1254.8415711665752
ECP19,BW25113,E.coli,B11,PM10,IF10a,R3,pH 4.5 + L-Leucine,"pH, decarboxylase",C00123,CAS 61-90-5,25.633845609255506,3.0386473269229555,44.75,1006.1065171795652
ECP9,BW25113,E.coli,B11,PM10,IF10a,R4,pH 4.5 + L-Leucine,"pH, decarboxylase",C00123,CAS 61-90-5,22.03376570477343,2.223486238942584,3.0,897.7765665520124
ECP10,BW25113,E.coli,B11,PM11C,IF10a,R1,Lomefloxacin_3,DNA topoisomerase,D00873,CAS 98079-52-8,292.69186868748307,66.30067196416303,11.5,12210.606767644898
ECP14,BW25113,E.coli,B11,PM11C,IF10a,R2,Lomefloxacin_3,DNA topoisomerase,D00873,CAS 98079-52-8,274.86586136536874,61.869600512949546,11.75,11430.535399652605
ECP11,BW25113,E.coli,B11,PM12B,IF10a,R1,Polymyxin B_3,"membrane, cyclic peptide",D01066,CAS 1405-20-5,173.87059475875577,18.49819545413669,47.75,1901.8182543726452
ECP15,BW25113,E.coli,B11,PM12B,IF10a,R2,Polymyxin B_3,"membrane, cyclic peptide",D01066,CAS 1405-20-5,26.929770278844583,3.155633865119256,32.75,1139.3131521019554
ECP12,BW25113,E.coli,B12,PM09,IF10a,R1,6% NaCl + L-Carnitine,"osmolyte, carnitine",C00318,CAS 44985-71-9,171.0163783614788,12.247513865383922,48.0,5241.741567911216
ECP16,BW25113,E.coli,B12,PM09,IF10a,R2,6% NaCl + L-Carnitine,"osmolyte, carnitine",C00318,CAS 44985-71-9,230.97243759498065,19.03840165384497,46.0,6290.900282677829
ECP18,BW25113,E.coli,B12,PM09,IF10a,R3,6% NaCl + L-Carnitine,"osmolyte, carnitine",C00318,CAS 44985-71-9,186.66041679877063,14.640087096153025,48.0,5050.653502062614
ECP8,BW25113,E.coli,B12,PM09,IF10a,R4,6% NaCl + L-Carnitine,"osmolyte, carnitine",C00318,CAS 44985-71-9,203.6810358019296,14.026512019229813,48.0,6031.846445551026
ECP13,BW25113,E.coli,B12,PM10,IF10a,R1,pH 4.5 + L-Lysine,"pH, decarboxylase",C00047,CAS 657-27-2,279.98047664421443,60.9813052327159,14.0,11466.38506342048
ECP17,BW25113,E.coli,B12,PM10,IF10a,R2,pH 4.5 + L-Lysine,"pH, decarboxylase",C00047,CAS 657-27-2,216.28768280645448,29.211960115383192,48.0,7477.849292991797
ECP19,BW25113,E.coli,B12,PM10,IF10a,R3,pH 4.5 + L-Lysine,"pH, decarboxylase",C00047,CAS 657-27-2,227.8634029698822,39.24622042307453,44.5,8481.63488144477
ECP9,BW25113,E.coli,B12,PM10,IF10a,R4,pH 4.5 + L-Lysine,"pH, decarboxylase",C00047,CAS 657-27-2,293.679221639406,63.1937181831704,14.5,11928.53974947648
ECP10,BW25113,E.coli,B12,PM11C,IF10a,R1,Lomefloxacin_4,DNA topoisomerase,D00873,CAS 98079-52-8,22.696965889421755,2.2534383568624605,39.75,991.8480811094398
ECP14,BW25113,E.coli,B12,PM11C,IF10a,R2,Lomefloxacin_4,DNA topoisomerase,D00873,CAS 98079-52-8,29.80222448557521,2.470738910810084,35.25,1294.6488267338975
ECP11,BW25113,E.coli,B12,PM12B,IF10a,R1,Polymyxin B_4,"membrane, cyclic peptide",D01066,CAS 1405-20-5,22.60537849359549,2.263792184550951,43.75,973.777732849308
ECP15,BW25113,E.coli,B12,PM12B,IF10a,R2,Polymyxin B_4,"membrane, cyclic peptide",D01066,CAS 1405-20-5,28.19150032692144,2.1818628959921824,32.25,1214.1645449425473
ECP12,BW25113,E.coli,C01,PM09,IF10a,R1,6% NaCl + KCl,"osmolyte, KCl",,CAS 7447-40-7,168.2833511790318,9.723525288460962,48.0,5461.610266303165
ECP16,BW25113,E.coli,C01,PM09,IF10a,R2,6% NaCl + KCl,"osmolyte, KCl",,CAS 7447-40-7,110.13286136258868,4.856015096153612,48.0,2437.5194784470364
ECP18,BW25113,E.coli,C01,PM09,IF10a,R3,6% NaCl + KCl,"osmolyte, KCl",,CAS 7447-40-7,218.09154043199868,18.79906898076814,48.0,5813.205667481834
ECP8,BW25113,E.coli,C01,PM09,IF10a,R4,6% NaCl + KCl,"osmolyte, KCl",,CAS 7447-40-7,196.57223072403977,11.868281634614675,47.25,5622.220589843845
ECP13,BW25113,E.coli,C01,PM10,IF10a,R1,pH 4.5 + L-Methionine,"pH, decarboxylase",C00073,CAS 63-68-3,201.76969588730472,14.591968771077632,48.0,4224.084980981476
ECP17,BW25113,E.coli,C01,PM10,IF10a,R2,pH 4.5 + L-Methionine,"pH, decarboxylase",C00073,CAS 63-68-3,66.38256020193823,11.20212135143349,46.0,2633.3614287481337
ECP19,BW25113,E.coli,C01,PM10,IF10a,R3,pH 4.5 + L-Methionine,"pH, decarboxylase",C00073,CAS 63-68-3,188.5542936525228,11.006081538460876,48.0,5050.722688113461
ECP9,BW25113,E.coli,C01,PM10,IF10a,R4,pH 4.5 + L-Methionine,"pH, decarboxylase",C00073,CAS 63-68-3,83.92895587499514,12.342101365503057,20.0,3456.239336487451
ECP10,BW25113,E.coli,C01,PM11C,IF10a,R1,Bleomycin_1,"DNA damage, oxidation",D02177,CAS 9041-93-4,304.2515569711361,66.78119306933695,12.0,12714.215745237188
ECP14,BW25113,E.coli,C01,PM11C,IF10a,R2,Bleomycin_1,"DNA damage, oxidation",D02177,CAS 9041-93-4,303.6440131922902,66.8438916854385,11.75,12772.22537632355
ECP11,BW25113,E.coli,C01,PM12B,IF10a,R1,Paromomycin_1,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,254.13474552958283,46.2287936922196,48.0,10516.812103962922
ECP15,BW25113,E.coli,C01,PM12B,IF10a,R2,Paromomycin_1,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,247.45405924303327,41.712674641322735,45.0,10051.96615331247
ECP12,BW25113,E.coli,C02,PM09,IF10a,R1,6% NaCl + L-Proline,"osmolyte, proline",C00148,CAS 147-85-3,222.60151949934516,17.63456836538353,47.0,7041.853741186555
ECP16,BW25113,E.coli,C02,PM09,IF10a,R2,6% NaCl + L-Proline,"osmolyte, proline",C00148,CAS 147-85-3,158.88639932210617,12.92639930769144,38.75,4723.501970940146
ECP18,BW25113,E.coli,C02,PM09,IF10a,R3,6% NaCl + L-Proline,"osmolyte, proline",C00148,CAS 147-85-3,206.02306068949025,20.426344230767768,48.0,6116.985703106385
ECP8,BW25113,E.coli,C02,PM09,IF10a,R4,6% NaCl + L-Proline,"osmolyte, proline",C00148,CAS 147-85-3,201.65005155639037,16.789838596152833,48.0,6205.803020835176
ECP13,BW25113,E.coli,C02,PM10,IF10a,R1,pH 4.5 + L-Phenylalanine,"pH, decarboxylase",C00079,CAS 63-91-2,167.59578692263068,16.632207154115918,47.25,4485.973018947015
ECP17,BW25113,E.coli,C02,PM10,IF10a,R2,pH 4.5 + L-Phenylalanine,"pH, decarboxylase",C00079,CAS 63-91-2,130.91945733689934,13.15504942307618,47.75,3303.12624896862
ECP19,BW25113,E.coli,C02,PM10,IF10a,R3,pH 4.5 + L-Phenylalanine,"pH, decarboxylase",C00079,CAS 63-91-2,132.93075518176389,8.227573173076223,48.0,2575.047224090764
ECP9,BW25113,E.coli,C02,PM10,IF10a,R4,pH 4.5 + L-Phenylalanine,"pH, decarboxylase",C00079,CAS 63-91-2,95.44515652488698,14.086750819259834,48.0,3452.6489055847524
ECP10,BW25113,E.coli,C02,PM11C,IF10a,R1,Bleomycin_2,"DNA damage, oxidation",D02177,CAS 9041-93-4,297.3261216634442,69.94987424710087,11.25,12227.368154322705
ECP14,BW25113,E.coli,C02,PM11C,IF10a,R2,Bleomycin_2,"DNA damage, oxidation",D02177,CAS 9041-93-4,283.5855586826758,66.0123595080787,11.25,11796.911190991485
ECP11,BW25113,E.coli,C02,PM12B,IF10a,R1,Paromomycin_2,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,67.78919421121826,3.584059423076738,48.0,1994.4861442458423
ECP15,BW25113,E.coli,C02,PM12B,IF10a,R2,Paromomycin_2,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,252.90609134534304,31.30879846194108,48.0,9488.342167558638
ECP12,BW25113,E.coli,C03,PM09,IF10a,R1,6% NaCl + N-Acetyl-L-Glutamine,"osmolyte, acetyl glutamine",,CAS 35305-74-9,238.26813541296008,22.376413423075636,48.0,7504.730094454803
ECP16,BW25113,E.coli,C03,PM09,IF10a,R2,6% NaCl + N-Acetyl-L-Glutamine,"osmolyte, acetyl glutamine",,CAS 35305-74-9,193.2360463603733,13.511412038460662,46.5,5822.129603799236
ECP18,BW25113,E.coli,C03,PM09,IF10a,R3,6% NaCl + N-Acetyl-L-Glutamine,"osmolyte, acetyl glutamine",,CAS 35305-74-9,217.27332174517963,23.136901903844887,40.0,6254.862431931193
ECP8,BW25113,E.coli,C03,PM09,IF10a,R4,6% NaCl + N-Acetyl-L-Glutamine,"osmolyte, acetyl glutamine",,CAS 35305-74-9,188.90238192403865,17.002041096152908,45.0,5894.2258336029845
ECP13,BW25113,E.coli,C03,PM10,IF10a,R1,pH 4.5 + L-Proline,"pH, decarboxylase",C00148,CAS 147-85-3,197.27359106906863,18.27968177374197,48.0,5082.580509267912
ECP17,BW25113,E.coli,C03,PM10,IF10a,R2,pH 4.5 + L-Proline,"pH, decarboxylase",C00148,CAS 147-85-3,177.40572824075824,12.0696228663803,48.0,3737.369150179762
ECP19,BW25113,E.coli,C03,PM10,IF10a,R3,pH 4.5 + L-Proline,"pH, decarboxylase",C00148,CAS 147-85-3,174.79856892751647,11.203796916397437,48.0,3157.1132145358274
ECP9,BW25113,E.coli,C03,PM10,IF10a,R4,pH 4.5 + L-Proline,"pH, decarboxylase",C00148,CAS 147-85-3,193.7929260179289,19.763869639397853,48.0,4871.610256533042
ECP10,BW25113,E.coli,C03,PM11C,IF10a,R1,Bleomycin_3,"DNA damage, oxidation",D02177,CAS 9041-93-4,300.04219554325186,69.37620990546668,11.25,12385.498817563024
ECP14,BW25113,E.coli,C03,PM11C,IF10a,R2,Bleomycin_3,"DNA damage, oxidation",D02177,CAS 9041-93-4,278.44224178844536,64.27639116297257,11.75,11620.441057494389
ECP11,BW25113,E.coli,C03,PM12B,IF10a,R1,Paromomycin_3,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,296.4529679278674,42.33713021153597,18.75,11057.85410831558
ECP15,BW25113,E.coli,C03,PM12B,IF10a,R2,Paromomycin_3,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,287.07791846632944,40.31686251922815,37.75,10790.113479187065
ECP12,BW25113,E.coli,C04,PM09,IF10a,R1,6% NaCl + b-Glutamic acid,"osmolyte, b-glutamate",,CAS 1948-48-7,258.68747339381724,24.687701153844728,45.75,8655.195468512458
ECP16,BW25113,E.coli,C04,PM09,IF10a,R2,6% NaCl + b-Glutamic acid,"osmolyte, b-glutamate",,CAS 1948-48-7,208.39657298010763,20.22652273076801,48.0,5884.546226266917
ECP18,BW25113,E.coli,C04,PM09,IF10a,R3,6% NaCl + b-Glutamic acid,"osmolyte, b-glutamate",,CAS 1948-48-7,180.89393314471084,17.835448076921978,48.0,5260.890172246897
ECP8,BW25113,E.coli,C04,PM09,IF10a,R4,6% NaCl + b-Glutamic acid,"osmolyte, b-glutamate",,CAS 1948-48-7,215.7412972253053,19.248925519229545,48.0,6701.67024902752
ECP13,BW25113,E.coli,C04,PM10,IF10a,R1,pH 4.5 + L-Serine,"pH, decarboxylase",C00065,CAS 56-45-1,249.70773252072348,20.73596301970764,45.75,8145.761267536714
ECP17,BW25113,E.coli,C04,PM10,IF10a,R2,pH 4.5 + L-Serine,"pH, decarboxylase",C00065,CAS 56-45-1,161.75282525433283,14.129836634614604,48.0,4727.427029305758
ECP19,BW25113,E.coli,C04,PM10,IF10a,R3,pH 4.5 + L-Serine,"pH, decarboxylase",C00065,CAS 56-45-1,163.64051173123886,19.14592423076812,48.0,5076.665679993168
ECP9,BW25113,E.coli,C04,PM10,IF10a,R4,pH 4.5 + L-Serine,"pH, decarboxylase",C00065,CAS 56-45-1,69.99066683514047,7.685124774837234,48.0,2205.428087505361
ECP10,BW25113,E.coli,C04,PM11C,IF10a,R1,Bleomycin_4,"DNA damage, oxidation",D02177,CAS 9041-93-4,298.13186139421344,69.1763010483836,11.75,12271.736023441365
ECP14,BW25113,E.coli,C04,PM11C,IF10a,R2,Bleomycin_4,"DNA damage, oxidation",D02177,CAS 9041-93-4,284.7605530336373,65.17983508154293,12.0,11868.932145756458
ECP11,BW25113,E.coli,C04,PM12B,IF10a,R1,Paromomycin_4,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,18.121662961537407,1.1552484999999706,31.0,731.5833113235348
ECP15,BW25113,E.coli,C04,PM12B,IF10a,R2,Paromomycin_4,"protein synthesis, 30S ribosomal subunit, aminoglycoside",D00868,CAS 1263-89-4,291.95173667306017,41.933888576920594,19.25,10940.339615596336
ECP12,BW25113,E.coli,C05,PM09,IF10a,R1,6% NaCl + g-Amino-N-Butyric acid,"osmolyte, g-amino butyric acid",C00334,CAS 56-12-2,207.5313332082304,18.90051553846041,48.0,6410.901173976947
ECP16,BW25113,E.coli,C05,PM09,IF10a,R2,6% NaCl + g-Amino-N-Butyric acid,"osmolyte, g-amino butyric acid",C00334,CAS 56-12-2,172.68606050072677,12.631150499999135,46.75,4215.316763482005
ECP18,BW25113,E.coli,C05,PM09,IF10a,R3,6% NaCl + g-Amino-N-Butyric acid,"osmolyte, g-amino butyric acid",C00334,CAS 56-12-2,199.35062013181945,22.961992269229484,48.0,5832.283441579131
ECP8,BW25113,E.coli,C05,PM09,IF10a,R4,6% NaCl + g-Amino-N-Butyric acid,"osmolyte, g-amino butyric acid",C00334,CAS 56-12-2,235.40590054503537,21.41975361538317,48.0,7745.30391048538
ECP13,BW25113,E.coli,C05,PM10,IF10a,R1,pH 4.5 + L-Threonine,"pH, decarboxylase",C00188,CAS 72-19-5,257.6663992889952,21.53152470289166,48.0,5977.511032859098
ECP17,BW25113,E.coli,C05,PM10,IF10a,R2,pH 4.5 + L-Threonine,"pH, decarboxylase",C00188,CAS 72-19-5,115.5018762687612,22.48445777107935,48.0,1184.5180607343516
ECP19,BW25113,E.coli,C05,PM10,IF10a,R3,pH 4.5 + L-Threonine,"pH, decarboxylase",C00188,CAS 72-19-5,205.3621729548364,14.676627939175688,48.0,5366.782975490759
ECP9,BW25113,E.coli,C05,PM10,IF10a,R4,pH 4.5 + L-Threonine,"pH, decarboxylase",C00188,CAS 72-19-5,60.61978820387607,9.045243678506466,48.0,2154.814548303574
ECP10,BW25113,E.coli,C05,PM11C,IF10a,R1,Colistin_1,"membrane, cyclic peptide",D02138,CAS 1264-72-8,296.0312351394059,68.87744370142377,11.5,12285.06848049847
ECP14,BW25113,E.coli,C05,PM11C,IF10a,R2,Colistin_1,"membrane, cyclic peptide",D02138,CAS 1264-72-8,295.1736931922906,68.08685111345915,11.5,12359.30914768213
ECP11,BW25113,E.coli,C05,PM12B,IF10a,R1,Vancomycin_1,wall,D00926,CAS 1404-93-9,292.12160614902155,67.38110435527801,11.75,12166.672315889791
ECP15,BW25113,E.coli,C05,PM12B,IF10a,R2,Vancomycin_1,wall,D00926,CAS 1404-93-9,299.84606845671334,69.56788170429343,11.75,12411.80541635561
ECP12,BW25113,E.coli,C06,PM09,IF10a,R1,6% NaCl + Glutathione,"osmolyte, glutathione",C00051,CAS 70-18-8,234.6931292184724,20.57546253846021,46.25,7112.122495609447
ECP16,BW25113,E.coli,C06,PM09,IF10a,R2,6% NaCl + Glutathione,"osmolyte, glutathione",C00051,CAS 70-18-8,165.00651167787507,19.11971253846042,38.75,4496.602589286908
ECP18,BW25113,E.coli,C06,PM09,IF10a,R3,6% NaCl + Glutathione,"osmolyte, glutathione",C00051,CAS 70-18-8,152.5121300886195,12.610346134614645,48.0,4662.365323921112
ECP8,BW25113,E.coli,C06,PM09,IF10a,R4,6% NaCl + Glutathione,"osmolyte, glutathione",C00051,CAS 70-18-8,230.00769499188957,16.147835192306673,48.0,7686.508915905628
