PlateIDs,Strain,Specie,Well,Plate,Media,Replicates,Compound,Description,KEGG ID,CAS ID,Max Resp,Max Resp Rate,Time till max resp rate,AUC,Growth,Control Well Growth_x,Control Well Growth_y
ECP38,ycaC,E.coli,C05,PM09,IF10a,R1,6% NaCl + g-Amino-N-Butyric acid,"osmolyte, g-amino butyric acid",C00334,CAS 56-12-2,193.08910055596348,13.508517961537564,48.0,5187.002720481778,1,0,0
ECP38,ycaC,E.coli,C06,PM09,IF10a,R1,6% NaCl + Glutathione,"osmolyte, glutathione",C00051,CAS 70-18-8,185.23778402611245,15.067157749999012,45.5,5657.185445208019,1,0,0
ECP38,ycaC,E.coli,C07,PM09,IF10a,R1,6% NaCl + Glycerol,"osmolyte, glycerol",C00116,CAS 56-81-5,180.20941192493981,18.347922653845103,44.25,6044.754674016045,1,0,0
ECP38,ycaC,E.coli,C08,PM09,IF10a,R1,6% NaCl + Trehalose,"osmolyte, trehalose",C01083,CAS 99-20-7,199.1326697956118,18.815958730768216,48.0,6291.1408131195785,1,0,0
ECP38,ycaC,E.coli,C09,PM09,IF10a,R1,6% NaCl + Trimethylamine-N-Oxide,"osmolyte, trimethylamine-N-oxide",C01104,CAS 1184-78-7,214.04740750835606,20.254100230768017,46.75,6626.757057255062,1,0,0
ECP38,ycaC,E.coli,C10,PM09,IF10a,R1,6% NaCl + Trimethylamine,"osmolyte, trimethylamine",C00565,CAS 75-50-3,208.99152484195488,18.25308221153722,46.5,6194.7602140476265,1,0,0
ECP38,ycaC,E.coli,C11,PM09,IF10a,R1,6% NaCl + Octopine,"osmolyte, octopine",C04137,CAS 34522-32-2,219.50625359034794,18.157938576922106,45.75,6572.919119951164,1,0,0
ECP38,ycaC,E.coli,C12,PM09,IF10a,R1,6% NaCl + Trigonelline,"osmolyte, trigonelline",C01004,CAS 535-83-1,213.14900173584888,15.249647038460637,48.0,5752.822158344183,1,0,0
ECP38,ycaC,E.coli,D01,PM09,IF10a,R1,3% Potassium Chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,240.224753913145,51.405137267812506,45.75,9719.185201738324,1,0,0
ECP38,ycaC,E.coli,D02,PM09,IF10a,R1,4% Potassium chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,238.22746129736197,45.04349874029276,48.0,9448.472843766485,1,0,0
ECP38,ycaC,E.coli,D03,PM09,IF10a,R1,5% Potassium Chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,211.7567294759492,21.336179269229433,30.0,8164.28356192835,1,0,0
ECP38,ycaC,E.coli,D04,PM09,IF10a,R1,6% Potassium chloride,"osmotic sensitivity, KCl",,CAS 7447-40-7,200.00025243199124,17.062429255754495,44.75,7524.440394448243,1,0,0
ECP38,ycaC,E.coli,D05,PM09,IF10a,R1,2% Sodium Sulfate,"osmotic sensitivity, Na2SO4",C13199,CAS 7757-82-6,283.2791134086375,65.56999535323962,34.0,11826.104251099492,1,0,0
ECP38,ycaC,E.coli,D06,PM09,IF10a,R1,3% Sodium Sulfate,"osmotic sensitivity, Na2SO4",C13199,CAS 7757-82-6,272.71249597594567,58.11245600960251,37.75,11428.590811623224,1,0,0
ECP38,ycaC,E.coli,D07,PM09,IF10a,R1,4% Sodium Sulfate,"osmotic sensitivity, Na2SO4",C13199,CAS 7757-82-6,274.69966478169545,58.86047385341067,48.0,11397.722601186793,1,0,0
ECP38,ycaC,E.coli,D08,PM09,IF10a,R1,5% Sodium Sulfate,"osmotic sensitivity, Na2SO4",C13199,CAS 7757-82-6,264.3687241201769,55.08602900624851,38.5,10798.409695445182,1,0,0
ECP38,ycaC,E.coli,D09,PM09,IF10a,R1,5% Ethylene Glycol,"osmotic sensitivity, ethylene glycol",C01380,CAS 107-21-1,295.5051775047907,71.380560471011,10.25,12231.695680979523,1,0,0
ECP38,ycaC,E.coli,D10,PM09,IF10a,R1,10% Ethylene Glycol,"osmotic sensitivity, ethylene glycol",C01380,CAS 107-21-1,276.57013524998393,67.43617039348555,11.25,11320.225788744261,1,0,0
ECP38,ycaC,E.coli,D11,PM09,IF10a,R1,15% Ethylene Glycol,"osmotic sensitivity, ethylene glycol",C01380,CAS 107-21-1,258.7580002605654,50.82458198236486,48.0,10357.936024264427,1,0,0
ECP38,ycaC,E.coli,D12,PM09,IF10a,R1,20% Ethylene Glycol,"osmotic sensitivity, ethylene glycol",C01380,CAS 107-21-1,278.3276038391931,56.30138296461098,43.75,11260.185161712416,1,0,0
ECP38,ycaC,E.coli,E01,PM09,IF10a,R1,1% Sodium Formate,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,277.25661845402544,55.39275742258718,48.0,11291.06325745652,1,0,0
ECP38,ycaC,E.coli,E02,PM09,IF10a,R1,2% Sodium Formate,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,243.32085107210125,27.207052096152324,27.25,8907.876952415623,1,0,0
ECP38,ycaC,E.coli,E03,PM09,IF10a,R1,3% Sodium Formate,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,194.9857432884502,23.026214499998844,37.25,6096.555927199566,1,0,0
ECP38,ycaC,E.coli,E04,PM09,IF10a,R1,4% Sodium Formate,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,165.52413592008887,13.685924384614509,48.0,3586.6979931783812,1,0,0
ECP38,ycaC,E.coli,E05,PM09,IF10a,R1,5% Sodium Formate,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,120.8502474278776,16.049417576922167,39.75,1959.6829264239789,1,0,0
ECP38,ycaC,E.coli,E06,PM09,IF10a,R1,6% Sodium Formate,"osmotic sensitivity, sodium formate",C00058,CAS 141-53-7,58.91612394230428,5.601732788461277,12.5,1424.9616408776387,0,0,0
ECP38,ycaC,E.coli,E07,PM09,IF10a,R1,2% Urea,"osmotic sensitivity, urea",C00086,CAS 57-13-6,242.33435541665867,43.75007777667673,47.0,9685.153984256838,1,0,0
ECP38,ycaC,E.coli,E08,PM09,IF10a,R1,3% Urea,"osmotic sensitivity, urea",C00086,CAS 57-13-6,240.81127129377614,19.02667125693742,48.0,8201.027150580507,1,0,0
ECP38,ycaC,E.coli,E09,PM09,IF10a,R1,4% Urea,"osmotic sensitivity, urea",C00086,CAS 57-13-6,21.095439999998774,1.5413236923076141,20.0,903.8889543239588,0,0,0
ECP38,ycaC,E.coli,E10,PM09,IF10a,R1,5% Urea,"osmotic sensitivity, urea",C00086,CAS 57-13-6,22.831622899037132,1.8038553064061986,32.0,952.4344734288691,0,0,0
ECP38,ycaC,E.coli,E11,PM09,IF10a,R1,6% Urea,"osmotic sensitivity, urea",C00086,CAS 57-13-6,22.571515322114074,1.7156479940597293,30.0,942.4730921915376,0,0,0
ECP38,ycaC,E.coli,E12,PM09,IF10a,R1,7% Urea,"osmotic sensitivity, urea",C00086,CAS 57-13-6,23.95564904326783,1.818111885540091,23.75,1027.6491033841621,0,0,0
ECP38,ycaC,E.coli,F01,PM09,IF10a,R1,1% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,306.2236512203535,70.26097199173364,48.0,12930.997926833297,1,0,0
ECP38,ycaC,E.coli,F02,PM09,IF10a,R1,2% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,272.5789741490799,50.75500327234528,45.75,10946.622831512508,1,0,0
ECP38,ycaC,E.coli,F03,PM09,IF10a,R1,3% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,262.1300726394078,29.093741211536553,36.0,8893.074546153763,1,0,0
ECP38,ycaC,E.coli,F04,PM09,IF10a,R1,4% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,238.5371875813202,28.94207853846001,48.0,3908.630368428842,1,0,0
ECP38,ycaC,E.coli,F05,PM09,IF10a,R1,5% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,50.58871143268937,6.546099018869256,18.5,2151.692958663241,0,0,0
ECP38,ycaC,E.coli,F06,PM09,IF10a,R1,6% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,41.24611649654232,2.4552434288780773,48.0,1418.789749001417,0,0,0
ECP38,ycaC,E.coli,F07,PM09,IF10a,R1,7% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,16.59053966567063,1.050119714602829,48.0,675.9380474735178,0,0,0
ECP38,ycaC,E.coli,F08,PM09,IF10a,R1,8% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,24.952021730767775,1.4408541538460753,36.75,970.4392412235102,0,0,0
ECP38,ycaC,E.coli,F09,PM09,IF10a,R1,9% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,24.040764749998612,1.4552957115384118,39.0,968.8802661749069,0,0,0
ECP38,ycaC,E.coli,F10,PM09,IF10a,R1,10% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,25.76178193665159,2.0245280349567594,48.0,1041.9970107521547,0,0,0
ECP38,ycaC,E.coli,F11,PM09,IF10a,R1,11% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,29.585954980767514,2.1448158299811695,30.75,1224.6644012525944,0,0,0
ECP38,ycaC,E.coli,F12,PM09,IF10a,R1,12% Sodium Lactate,"osmotic sensitivity, sodium lactate",C13960,CAS 72-17-3,43.60831715865131,3.191382403110211,24.5,1870.8006804739268,0,0,0
ECP38,ycaC,E.coli,G01,PM09,IF10a,R1,20mM Sodium Phosphate pH 7,"osmotic sensitivity, sodium phosphate",C00009,CAS 7601-54-9,287.7646577788294,64.27433923817159,10.0,12123.372358410785,1,0,0
ECP38,ycaC,E.coli,G02,PM09,IF10a,R1,50mM Sodium Phosphate pH 7,"osmotic sensitivity, sodium phosphate",C00009,CAS 7601-54-9,282.14398436711355,65.745123790491,48.0,11945.950228430855,1,0,0
ECP38,ycaC,E.coli,G03,PM09,IF10a,R1,100mM Sodium Phosphate pH 7,"osmotic sensitivity, sodium phosphate",C00009,CAS 7601-54-9,275.213816712371,61.613268264339695,48.0,11516.304379046982,1,0,0
ECP38,ycaC,E.coli,G04,PM09,IF10a,R1,200mM Sodium Phosphate pH 7,"osmotic sensitivity, sodium phosphate",C00009,CAS 7601-54-9,273.8738870113549,51.888494965596124,48.0,11240.41146202691,1,0,0
ECP38,ycaC,E.coli,G05,PM09,IF10a,R1,20mM Sodium Benzoate pH 5.2,"toxicity, benzoate",C00180,CAS 532-32-1,287.3825047591567,30.36942636538288,48.0,10024.861866815187,1,0,0
ECP38,ycaC,E.coli,G06,PM09,IF10a,R1,50mM Sodium Benzoate pH 5.2,"toxicity, benzoate",C00180,CAS 532-32-1,22.729299251088506,2.1715192619398778,48.0,876.4475737060953,0,0,0
ECP38,ycaC,E.coli,G07,PM09,IF10a,R1,100mM Sodium Benzoate pH 5.2,"toxicity, benzoate",C00180,CAS 532-32-1,17.686838221152822,1.0723504615384059,30.5,722.8512722838466,0,0,0
ECP38,ycaC,E.coli,G08,PM09,IF10a,R1,200mM Sodium Benzoate pH 5.2,"toxicity, benzoate",C00180,CAS 532-32-1,24.94521853846009,2.563423249032553,13.25,1104.5667396294634,0,0,0
ECP38,ycaC,E.coli,G09,PM09,IF10a,R1,10mM Ammonium Sulfate pH 8,"toxicity, ammonia",C11261,CAS 7783-20-2,307.2803871201744,71.5187271659571,9.75,12836.97966896446,1,0,0
ECP38,ycaC,E.coli,G10,PM09,IF10a,R1,20mM Ammonium Sulfate pH 8,"toxicity, ammonia",C11261,CAS 7783-20-2,298.17569835094423,68.95607416751261,9.75,12462.139010968487,1,0,0
ECP38,ycaC,E.coli,G11,PM09,IF10a,R1,50mM Ammonium Sulfate pH 8,"toxicity, ammonia",C11261,CAS 7783-20-2,281.4794523894069,61.31231436372764,9.75,11983.849541096917,1,0,0
ECP38,ycaC,E.coli,G12,PM09,IF10a,R1,100mM Ammonium Sulfate pH 8,"toxicity, ammonia",C11261,CAS 7783-20-2,280.9439235882875,51.36169851813804,45.75,12130.154044382476,1,0,0
ECP38,ycaC,E.coli,H01,PM09,IF10a,R1,10mM Sodium Nitrate,"toxicity, nitrate",,CAS 7631-99-4,315.83516286536616,62.587555694359025,27.0,13091.072151920454,1,0,0
ECP38,ycaC,E.coli,H02,PM09,IF10a,R1,20mM Sodium Nitrate,"toxicity, nitrate",,CAS 7631-99-4,313.68743616221263,39.27427861311497,48.0,12447.770770508683,1,0,0
ECP38,ycaC,E.coli,H03,PM09,IF10a,R1,40mM Sodium Nitrate,"toxicity, nitrate",,CAS 7631-99-4,251.48282363186237,27.146365680876897,48.0,9052.314955363621,1,0,0
ECP38,ycaC,E.coli,H04,PM09,IF10a,R1,60mM Sodium Nitrate,"toxicity, nitrate",,CAS 7631-99-4,161.15343050960604,29.407016934173043,18.75,6553.302407188719,1,0,0
ECP38,ycaC,E.coli,H05,PM09,IF10a,R1,80mM Sodium Nitrate,"toxicity, nitrate",,CAS 7631-99-4,189.22018673576375,28.197179200638345,48.0,7576.7790830992035,1,0,0
ECP38,ycaC,E.coli,H06,PM09,IF10a,R1,100mM Sodium Nitrate,"toxicity, nitrate",,CAS 7631-99-4,190.31004286246048,27.094455523516558,48.0,7556.792159112792,1,0,0
ECP38,ycaC,E.coli,H07,PM09,IF10a,R1,10mM Sodium Nitrite,"toxicity, nitrite",,CAS 7632-00-0,256.29683464902354,16.97290707692207,40.75,8747.881805362524,1,0,0
ECP38,ycaC,E.coli,H08,PM09,IF10a,R1,20mM Sodium Nitrite,"toxicity, nitrite",,CAS 7632-00-0,273.85275041325184,17.09401234615291,46.0,9090.39755105474,1,0,0
ECP38,ycaC,E.coli,H09,PM09,IF10a,R1,40mM Sodium Nitrite,"toxicity, nitrite",,CAS 7632-00-0,261.32512247554,19.118059423075692,48.0,8956.476450599053,1,0,0
ECP38,ycaC,E.coli,H10,PM09,IF10a,R1,60mM Sodium Nitrite,"toxicity, nitrite",,CAS 7632-00-0,261.0952005192156,23.407577634613972,31.5,9398.63344471364,1,0,0
ECP38,ycaC,E.coli,H11,PM09,IF10a,R1,80mM Sodium Nitrite,"toxicity, nitrite",,CAS 7632-00-0,278.85465459295517,26.13872694230622,46.25,10149.780128278137,1,0,0
ECP38,ycaC,E.coli,H12,PM09,IF10a,R1,100mM Sodium Nitrite,"toxicity, nitrite",,CAS 7632-00-0,260.02684738495685,22.540083692306496,48.0,9430.808528755253,1,0,0
ECP39,ycaC,E.coli,A01,PM10,IF10a,R1,pH 3.5,"pH, growth at 3.5",,CAS pH,19.264641748438166,1.7575264807691369,45.75,835.58859907463,0,0,0
ECP39,ycaC,E.coli,A02,PM10,IF10a,R1,pH 4,"pH, growth at 4",,CAS pH,14.161502951922255,1.288789826923015,9.75,616.4015939268633,0,0,0
ECP39,ycaC,E.coli,A03,PM10,IF10a,R1,pH 4.5,"pH, growth at 4.5",,CAS pH,49.799815158822014,9.675190962736679,44.5,2074.8974367982737,0,0,0
ECP39,ycaC,E.coli,A04,PM10,IF10a,R1,pH 5,"pH, growth at 5",,CAS pH,307.46727952882827,69.53789878728952,13.25,12549.89230629029,1,0,0
ECP39,ycaC,E.coli,A05,PM10,IF10a,R1,pH 5.5,"pH, growth at 5.5",,CAS pH,310.03129848555903,75.67620669562541,10.75,12840.806067869791,1,0,0
ECP39,ycaC,E.coli,A06,PM10,IF10a,R1,pH 6,"pH, growth at 6",,CAS pH,307.3139805576744,74.74004884331532,10.5,12784.710486499915,1,0,0
ECP39,ycaC,E.coli,A07,PM10,IF10a,R1,pH 7,"pH, growth at 7",,CAS pH,300.6104421345979,72.46395992726377,10.25,12468.602147638529,1,0,0
ECP39,ycaC,E.coli,A08,PM10,IF10a,R1,pH 8,"pH, growth at 8",,CAS pH,285.99441811056045,67.6130804695382,10.5,11929.753942645199,1,0,0
ECP39,ycaC,E.coli,A09,PM10,IF10a,R1,pH 8.5,"pH, growth at 8.5",,CAS pH,273.97592089473227,63.40289984730987,48.0,11364.05598916839,1,0,0
ECP39,ycaC,E.coli,A10,PM10,IF10a,R1,pH 9,"pH, growth at 9",,CAS pH,266.7073361009461,62.54934567583223,13.5,11086.668902093576,1,0,0
ECP39,ycaC,E.coli,A11,PM10,IF10a,R1,pH 9.5,"pH, growth at 9.5",,CAS pH,268.3470888636697,59.84433406186156,46.75,11189.00425336283,1,0,0
ECP39,ycaC,E.coli,A12,PM10,IF10a,R1,pH 10,"pH, growth at 10",,CAS pH,275.57819894229175,61.309311765109555,13.0,11484.50214539719,1,0,0
ECP39,ycaC,E.coli,B01,PM10,IF10a,R1,pH 4.5,"pH, decarboxylase control",,CAS pH,70.82101012379414,13.893597428721876,48.0,2939.041881153605,0,0,0
ECP39,ycaC,E.coli,B02,PM10,IF10a,R1,pH 4.5 + L-Alanine,"pH, decarboxylase",C00041,CAS 56-41-7,58.43234886085922,10.801524865132762,43.5,2300.119034820299,0,0,0
ECP39,ycaC,E.coli,B03,PM10,IF10a,R1,pH 4.5 + L-Arginine,"pH, decarboxylase",C00062,CAS 1119-34-2,27.09127762980612,1.4060469038460894,7.25,1157.3134179111778,0,0,0
ECP39,ycaC,E.coli,B04,PM10,IF10a,R1,pH 4.5 + L-Asparagine,"pH, decarboxylase",C00152,CAS 70-47-3,147.3575790393579,53.37321883844379,48.0,1712.4283260085806,1,0,0
ECP39,ycaC,E.coli,B05,PM10,IF10a,R1,pH 4.5 + L-Aspartic acid,"pH, decarboxylase",C00049,CAS 3792-50-5,12.292272533841556,0.41058913461535695,43.25,545.5017785224195,0,0,0
ECP39,ycaC,E.coli,B06,PM10,IF10a,R1,pH 4.5 + L-Glutamic acid,"pH, decarboxylase",C00025,CAS 142-47-2,12.806352499999257,0.7839948846153462,30.5,556.8839115396919,0,0,0
ECP39,ycaC,E.coli,B07,PM10,IF10a,R1,pH 4.5 + L-Glutamine,"pH, decarboxylase",C00064,CAS 56-85-9,49.034062750789715,8.989619848589655,48.0,1026.5557659221017,0,0,0
ECP39,ycaC,E.coli,B08,PM10,IF10a,R1,pH 4.5 + Glycine,"pH, decarboxylase",C00037,CAS 56-40-6,238.6807664910193,20.05912864348602,46.75,5119.802429407996,1,0,0
ECP39,ycaC,E.coli,B09,PM10,IF10a,R1,pH 4.5 + L-Histidine,"pH, decarboxylase",C00135,CAS 5934-29-2,34.03132402971058,2.8684198211304093,48.0,1096.677916310144,0,0,0
ECP39,ycaC,E.coli,B10,PM10,IF10a,R1,pH 4.5 + L-Isoleucine,"pH, decarboxylase",C00407,CAS 73-32-5,14.93432216826836,0.9361013269230227,32.75,637.7204062021033,0,0,0
ECP39,ycaC,E.coli,B11,PM10,IF10a,R1,pH 4.5 + L-Leucine,"pH, decarboxylase",C00123,CAS 61-90-5,25.48767298557545,2.387990036201984,7.5,873.9117819678611,0,0,0
ECP39,ycaC,E.coli,B12,PM10,IF10a,R1,pH 4.5 + L-Lysine,"pH, decarboxylase",C00047,CAS 657-27-2,252.00826180767768,34.80558673076723,41.0,9699.137595181146,1,0,0
ECP39,ycaC,E.coli,C01,PM10,IF10a,R1,pH 4.5 + L-Methionine,"pH, decarboxylase",C00073,CAS 63-68-3,35.94662061057485,3.7541795433441933,39.25,1399.5756846123136,0,0,0
ECP39,ycaC,E.coli,C02,PM10,IF10a,R1,pH 4.5 + L-Phenylalanine,"pH, decarboxylase",C00079,CAS 63-91-2,100.87394915734652,21.492058193843604,48.0,1677.490225408324,0,0,0
ECP39,ycaC,E.coli,C03,PM10,IF10a,R1,pH 4.5 + L-Proline,"pH, decarboxylase",C00148,CAS 147-85-3,258.82153745411097,22.80136980769089,48.0,4472.100523150933,1,0,0
ECP39,ycaC,E.coli,C04,PM10,IF10a,R1,pH 4.5 + L-Serine,"pH, decarboxylase",C00065,CAS 56-45-1,263.41039778445725,22.39936582692178,47.5,6617.434998771667,1,0,0
ECP39,ycaC,E.coli,C05,PM10,IF10a,R1,pH 4.5 + L-Threonine,"pH, decarboxylase",C00188,CAS 72-19-5,242.88484772782365,27.03269617268461,48.0,3179.179685629548,1,0,0
ECP39,ycaC,E.coli,C06,PM10,IF10a,R1,pH 4.5 + L-Tryptophan,"pH, decarboxylase",C00078,CAS 73-22-3,35.23863600480565,3.0052004944073474,41.75,1370.6329622783987,0,0,0
ECP39,ycaC,E.coli,C07,PM10,IF10a,R1,pH 4.5 + L-Citrulline,"pH, decarboxylase",C00327,CAS 372-75-8,178.73990680064892,32.78185637503793,48.0,2460.915610670675,1,0,0
ECP39,ycaC,E.coli,C08,PM10,IF10a,R1,pH 4.5 + L-Valine,"pH, decarboxylase",C00183,CAS 72-18-4,121.0622563712115,21.1866841601082,48.0,2749.952473146007,1,0,0
ECP39,ycaC,E.coli,C09,PM10,IF10a,R1,pH 4.5 + Hydroxy-L-Proline,"pH, decarboxylase",C01015,CAS 51-35-4,199.5733225312047,15.304497978475524,48.0,3666.2775882832484,1,0,0
ECP39,ycaC,E.coli,C10,PM10,IF10a,R1,pH 4.5 + L-Ornithine,"pH, decarboxylase",C00077,CAS 3184-13-2,262.8808815855888,52.236250518785255,48.0,2709.30612180172,1,0,0
ECP39,ycaC,E.coli,C11,PM10,IF10a,R1,pH 4.5 + L-Homoarginine,"pH, decarboxylase",,CAS 1483-01-8,224.65252289387865,55.35615269759569,48.0,2038.7833262300205,1,0,0
ECP39,ycaC,E.coli,C12,PM10,IF10a,R1,pH 4.5 + L-Homoserine,"pH, decarboxylase",C00263,CAS 672-15-1,49.14522511192695,5.903466714768243,48.0,1972.5797725242962,0,0,0
ECP39,ycaC,E.coli,D01,PM10,IF10a,R1,pH 4.5 + Anthranilic acid,"pH, decarboxylase",C00108,CAS 118-92-3,32.34171996153658,2.582232076922949,40.75,1374.4392154838001,0,0,0
ECP39,ycaC,E.coli,D02,PM10,IF10a,R1,pH 4.5 + L-Norleucine,"pH, decarboxylase",C01933,CAS 327-57-1,23.098438598138777,1.0602427499999578,0.0,672.3948377942467,0,0,0
ECP39,ycaC,E.coli,D03,PM10,IF10a,R1,pH 4.5 + L-Norvaline,"pH, decarboxylase",C01826,CAS 6600-40-4,292.8115609941094,27.778398461536653,48.0,7978.879882174437,1,0,0
ECP39,ycaC,E.coli,D04,PM10,IF10a,R1,pH 4.5 + a-Amino-N-Butyric acid,"pH, decarboxylase",C02261,CAS 2835-81-6,248.85800341352078,24.412964365383232,45.0,7544.523083936254,1,0,0
ECP39,ycaC,E.coli,D05,PM10,IF10a,R1,pH 4.5 + p-Aminobenzoate,"pH, decarboxylase",C00568,CAS 555-06-6,27.703062451921472,5.237159073885465,18.0,1090.9283706754895,0,0,0
ECP39,ycaC,E.coli,D06,PM10,IF10a,R1,pH 4.5 + L-Cysteic acid,"pH, decarboxylase",C00506,CAS 23537-25-9,248.11365578363942,25.709329211537124,41.0,7249.285989126238,1,0,0
ECP39,ycaC,E.coli,D07,PM10,IF10a,R1,pH 4.5 + D-Lysine,"pH, decarboxylase",C00739,CAS 923-27-3,287.23011763940656,24.6177347692294,33.75,8636.895726853847,1,0,0
ECP39,ycaC,E.coli,D08,PM10,IF10a,R1,pH 4.5 + 5-Hydroxy-L-Lysine,"pH, decarboxylase",C01211,CAS 1190-94-9,278.96760268748386,26.298468692306074,30.75,7963.827572778148,1,0,0
ECP39,ycaC,E.coli,D09,PM10,IF10a,R1,pH 4.5 + 5-Hydroxy-L-Tryptophan,"pH, decarboxylase",,CAS 4350-09-8,167.00524254725528,6.899493821083496,48.0,5295.169491293903,1,0,0
ECP39,ycaC,E.coli,D10,PM10,IF10a,R1,"pH 4.5 + DL-Diamino-a,e-Pimelic acid","pH, decarboxylase",C00680,CAS 2577-62-0,276.70171387723036,27.738845423075304,48.0,4936.325679453361,1,0,0
ECP39,ycaC,E.coli,D11,PM10,IF10a,R1,pH 4.5 + Trimethylamine-N-Oxide,"pH, decarboxylase",C01104,CAS 1184-78-7,100.57513399197475,15.161308565783429,48.0,1616.8917212330725,0,0,0
ECP39,ycaC,E.coli,D12,PM10,IF10a,R1,pH 4.5 + Urea,"pH, decarboxylase",C00086,CAS 57-13-6,236.62165744038305,22.213009788460226,46.5,4189.551856474847,1,0,0
ECP39,ycaC,E.coli,E01,PM10,IF10a,R1,pH 9.5,"pH, deaminase control",,CAS pH,267.8628817451768,59.73762253935365,13.25,11178.44569489902,1,0,0
ECP39,ycaC,E.coli,E02,PM10,IF10a,R1,pH 9.5 + L-Alanine,"pH, deaminase",C00041,CAS 56-41-7,268.6137022078011,58.46025396291577,45.75,10863.99848402854,1,0,0
ECP39,ycaC,E.coli,E03,PM10,IF10a,R1,pH 9.5 + L-Arginine,"pH, deaminase",C00062,CAS 1119-34-2,248.9353508993426,48.1586221425776,48.0,9595.70290551892,1,0,0
ECP39,ycaC,E.coli,E04,PM10,IF10a,R1,pH 9.5 + L-Asparagine,"pH, deaminase",C00152,CAS 70-47-3,259.79821096696,44.19092874981612,48.0,9431.220965120832,1,0,0
ECP39,ycaC,E.coli,E05,PM10,IF10a,R1,pH 9.5 + L-Aspartic acid,"pH, deaminase",C00049,CAS 3792-50-5,246.464862681984,49.08499384659626,47.25,9605.83299410761,1,0,0
ECP39,ycaC,E.coli,E06,PM10,IF10a,R1,pH 9.5 + L-Glutamic acid,"pH, deaminase",C00025,CAS 142-47-2,255.05386498961582,53.791664381498265,46.5,10243.74636073995,1,0,0
ECP39,ycaC,E.coli,E07,PM10,IF10a,R1,pH 9.5 + L-Glutamine,"pH, deaminase",C00064,CAS 56-85-9,274.13784860575345,65.94610224254541,10.75,11463.03330748509,1,0,0
ECP39,ycaC,E.coli,E08,PM10,IF10a,R1,pH 9.5 + Glycine,"pH, deaminase",C00037,CAS 56-40-6,218.4379378317181,51.307336806064484,33.75,9098.068333609448,1,0,0
ECP39,ycaC,E.coli,E09,PM10,IF10a,R1,pH 9.5 + L-Histidine,"pH, deaminase",C00135,CAS 5934-29-2,234.12901758285673,38.518161776509714,48.0,8681.64714230664,1,0,0
ECP39,ycaC,E.coli,E10,PM10,IF10a,R1,pH 9.5 + L-Isoleucine,"pH, deaminase",C00407,CAS 73-32-5,221.92748353726648,37.158514735739715,48.0,8238.592987439435,1,0,0
ECP39,ycaC,E.coli,E11,PM10,IF10a,R1,pH 9.5 + L-Leucine,"pH, deaminase",C00123,CAS 61-90-5,223.56099863502104,37.25872056437447,48.0,8219.221944375386,1,0,0
ECP39,ycaC,E.coli,E12,PM10,IF10a,R1,pH 9.5 + L-Lysine,"pH, deaminase",C00047,CAS 657-27-2,245.69952188986602,44.75267677206051,48.0,9718.708902679427,1,0,0
ECP39,ycaC,E.coli,F01,PM10,IF10a,R1,pH 9.5 + L-Methionine,"pH, deaminase",C00073,CAS 63-68-3,241.34166336207642,49.89333559091193,48.0,9711.91421315219,1,0,0
ECP39,ycaC,E.coli,F02,PM10,IF10a,R1,pH 9.5 + L-Phenylalanine,"pH, deaminase",C00079,CAS 63-91-2,186.5445210415778,40.194604845240065,48.0,7653.247419964956,1,0,0
ECP39,ycaC,E.coli,F03,PM10,IF10a,R1,pH 9.5 + L-Proline,"pH, deaminase",C00148,CAS 147-85-3,288.7896400536156,49.42954896904962,48.0,12234.155282400468,1,0,0
ECP39,ycaC,E.coli,F04,PM10,IF10a,R1,pH 9.5 + L-Serine,"pH, deaminase",C00065,CAS 56-45-1,254.28754776987142,58.112772925818945,44.5,10442.643926831406,1,0,0
ECP39,ycaC,E.coli,F05,PM10,IF10a,R1,pH 9.5 + L-Threonine,"pH, deaminase",C00188,CAS 72-19-5,258.9659567521453,44.946722954758116,47.75,10219.27569555282,1,0,0
